gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp,pitches,entry,score_v,score_h,inherited,suspend,temp,hometeam,year,day,home,margin,absMargin,pitcherRole,suspended,relief,rest,p1,p3,p7,previous,consecutive,ubb,net,y,priorRelief,prior_net,prior_p_bfp,baseline,doubleAppearance,restGroup,b2b,rest1,rest2,heavyYesterday,threeDays,p3_10,p7_10,month
SLN202405200,suara001,BAL,2,value,3,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20240520,0,STL10,v,SLN,0,1,0,regular,y,y,24.000000,5,0,5,0,,82,SLN,2024,2024-05-20,0,-5,5,True,False,True,1,0.000000,15.000000,15.000000,15.000000,0,2,-1,-0.200000,5,4,30,0.146154,False,1 day,0,1,0,0,0,1.500000,1.500000,5
SLN202405220,suara001,BAL,3,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240522,0,STL10,v,SLN,0,1,0,regular,y,y,11.000000,7,3,5,0,,76,SLN,2024,2024-05-22,0,-2,2,True,False,True,1,0.000000,24.000000,39.000000,24.000000,0,0,0,0.000000,6,3,35,0.133333,False,1 day,0,1,0,0,0,2.400000,3.900000,5
CLE202408010,suara001,BAL,2,value,5,3,9,3,1,0,1,3,3,1,0,1,0,1,0,0,0,0,0,0,,,,,,,20240801,0,CLE08,v,CLE,0,1,0,regular,y,y,45.000000,5,2,5,1,,84,CLE,2024,2024-08-01,0,-3,3,True,False,True,3,0.000000,0.000000,83.000000,83.000000,0,1,0,0.000000,7,3,37,0.131387,False,3+ days,0,0,0,0,0,0.000000,8.300000,8
PHI202308250,suara002,SLN,2,value,6,0,9,3,1,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20230825,0,PHI13,v,PHI,0,1,0,regular,y,y,33.000000,7,2,5,0,,85,PHI,2023,2023-08-25,0,-3,3,True,False,True,5,0.000000,0.000000,88.000000,64.000000,0,0,1,0.111111,5,0,62,0.092593,False,3+ days,0,0,0,0,0,0.000000,8.800000,8
PHI202308260,suara002,SLN,4,value,4,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1.000000,,20230826,0,PHI13,v,PHI,0,1,0,regular,y,y,23.000000,7,1,12,0,,85,PHI,2023,2023-08-26,0,-11,10,True,False,True,0,33.000000,33.000000,97.000000,33.000000,1,1,1,0.200000,6,1,71,0.093567,False,0 days,1,0,0,1,0,3.300000,9.700000,8
SLN202309020,suara002,SLN,7,value,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1.000000,,20230902,0,STL10,h,PIT,0,1,0,regular,y,y,9.000000,9,7,6,0,,87,SLN,2023,2023-09-02,1,-1,1,True,False,True,6,0.000000,0.000000,23.000000,23.000000,0,1,-1,-0.500000,7,2,76,0.096591,False,3+ days,0,0,0,0,0,0.000000,2.300000,9
CIN202309100,suara002,SLN,3,value,3,1,6,2,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20230910,0,CIN09,v,CIN,0,1,0,regular,y,y,24.000000,7,1,5,0,,76,CIN,2023,2023-09-10,0,-4,4,True,False,True,7,0.000000,0.000000,0.000000,9.000000,0,1,0,0.000000,8,1,78,0.089888,False,3+ days,0,0,0,0,0,0.000000,0.000000,9
BAL202309110,suara002,SLN,4,value,1,0,4,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20230911,0,BAL12,v,BAL,0,1,0,regular,y,y,19.000000,8,5,9,0,,85,BAL,2023,2023-09-11,0,-4,4,True,False,True,0,24.000000,24.000000,24.000000,24.000000,1,2,-2,-0.500000,9,1,84,0.086957,False,0 days,1,0,0,1,0,2.400000,2.400000,9
SLN202309210,suara002,SLN,3,value,9,0,10,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,,,,,1.000000,,20230921,0,STL10,h,MIL,0,1,0,regular,y,y,39.000000,7,6,0,0,,77,SLN,2023,2023-09-21,1,-6,6,True,False,True,9,0.000000,0.000000,0.000000,19.000000,0,1,1,0.100000,10,-1,88,0.074468,False,3+ days,0,0,0,0,0,0.000000,0.000000,9
SDN202309240,suara002,SLN,3,value,9,0,15,5,1,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20230924,0,SAN02,v,SDN,0,1,0,regular,y,y,55.000000,6,0,9,0,,72,SDN,2023,2023-09-24,0,-9,9,True,False,True,2,0.000000,39.000000,39.000000,39.000000,0,1,0,0.000000,11,0,98,0.075758,False,2 days,0,0,1,0,0,3.900000,3.900000,9
SLN202309290,suara002,SLN,3,value,11,3,17,5,2,0,1,5,2,1,0,3,0,0,0,0,0,0,0,0,,,,,,,20230929,0,STL10,h,CIN,0,1,0,regular,y,y,68.000000,4,12,2,0,,80,SLN,2023,2023-09-29,1,-10,10,True,False,True,4,0.000000,0.000000,55.000000,55.000000,0,1,2,0.117647,12,0,113,0.070423,False,3+ days,0,0,0,0,0,0.000000,5.500000,9
CIN202404200,suarj001,ANA,2,value,5,0,8,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,,,,,,,20240420,0,CIN09,v,CIN,0,1,0,regular,y,y,32.000000,5,2,6,2,,54,CIN,2024,2024-04-20,0,-4,4,True,False,True,5,0.000000,0.000000,48.000000,48.000000,0,2,1,0.125000,5,2,54,0.110390,False,3+ days,0,0,0,0,0,0.000000,4.800000,4
ANA202404220,suarj001,ANA,3,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,1.000000,,20240422,0,ANA01,h,BAL,0,1,0,regular,y,y,21.000000,9,4,2,0,,59,ANA,2024,2024-04-22,1,-2,2,True,False,True,1,0.000000,32.000000,32.000000,32.000000,0,1,0,0.000000,6,3,62,0.111111,False,1 day,0,1,0,0,0,3.200000,3.200000,4
ANA202404240,suarj001,ANA,2,value,2,0,7,4,2,0,0,4,4,1,0,0,1,0,0,0,0,0,0,0,,,,,,,20240424,0,ANA01,h,BAL,0,1,0,regular,y,y,20.000000,6,2,0,0,,67,ANA,2024,2024-04-24,1,-2,2,True,False,True,1,0.000000,21.000000,53.000000,21.000000,0,1,-1,-0.142857,7,3,66,0.108434,False,1 day,0,1,0,0,0,2.100000,5.300000,4
ANA202404270,suarj001,ANA,2,value,4,0,8,5,2,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240427,0,ANA01,h,MIN,0,1,0,regular,y,y,41.000000,2,3,0,2,,67,ANA,2024,2024-04-27,1,-3,3,True,False,True,2,0.000000,20.000000,73.000000,20.000000,0,0,1,0.125000,8,2,73,0.098266,False,2 days,0,0,1,0,0,2.000000,7.300000,4
CLE202405030,suarj001,ANA,3,value,6,0,8,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,,,,1.000000,,20240503,0,CLE08,v,CLE,1,0,0,regular,y,y,41.000000,8,6,0,0,,67,CLE,2024,2024-05-03,0,6,6,True,False,True,5,0.000000,0.000000,41.000000,41.000000,0,1,2,0.250000,9,3,81,0.099448,False,3+ days,0,0,0,0,0,0.000000,4.100000,5
ANA202405090,suarj001,ANA,3,value,10,0,14,4,3,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,,,,,1.000000,,20240509,0,ANA01,h,KCA,0,1,0,regular,y,y,58.000000,6,8,0,1,,67,ANA,2024,2024-05-09,1,-8,8,True,False,True,5,0.000000,0.000000,41.000000,41.000000,0,0,6,0.428571,10,5,89,0.105820,False,3+ days,0,0,0,0,0,0.000000,4.100000,5
ANA202405130,suarj001,ANA,5,value,6,0,11,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,,,,,1.000000,,20240513,0,ANA01,h,SLN,0,1,0,regular,y,y,54.000000,8,8,4,0,,65,ANA,2024,2024-05-13,1,-4,4,True,False,True,3,0.000000,0.000000,58.000000,58.000000,0,2,0,0.000000,11,11,103,0.128079,False,3+ days,0,0,0,0,0,0.000000,5.800000,5
HOU202405200,suarj001,ANA,2,value,6,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.000000,,,,,,20240520,0,HOU03,v,HOU,1,0,0,regular,y,y,18.000000,5,8,6,0,,73,HOU,2024,2024-05-20,0,2,2,True,False,True,6,0.000000,0.000000,54.000000,54.000000,0,1,0,0.000000,12,11,114,0.121495,False,3+ days,0,0,0,0,0,0.000000,5.400000,5
ANA202405240,suarj001,ANA,2,value,10,0,16,4,1,0,1,2,2,2,0,2,0,1,0,0,0,0,0,0,,,,,,,20240524,0,ANA01,h,CLE,0,1,0,regular,y,y,56.000000,4,8,2,0,,66,ANA,2024,2024-05-24,1,-6,6,True,False,True,3,0.000000,0.000000,18.000000,18.000000,0,2,0,0.000000,13,11,120,0.118182,False,3+ days,0,0,0,0,0,0.000000,1.800000,5
ANA202405300,suarj001,ANA,3,value,8,0,11,2,1,1,0,1,1,1,0,3,0,0,0,0,1,0,0,0,,,,,1.000000,,20240530,0,ANA01,h,NYA,0,1,0,regular,y,y,38.000000,7,4,1,3,,68,ANA,2024,2024-05-30,1,-3,3,True,False,True,5,0.000000,0.000000,56.000000,56.000000,0,1,2,0.181818,14,11,136,0.110169,False,3+ days,0,0,0,0,0,0.000000,5.600000,5
SEA202406020,suarj001,ANA,5,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20240602,0,SEA03,v,SEA,0,1,0,regular,y,y,7.000000,8,0,5,2,,60,SEA,2024,2024-06-02,0,-5,5,True,False,True,2,0.000000,38.000000,38.000000,38.000000,0,0,1,1.000000,15,13,147,0.113360,False,2 days,0,0,1,0,0,3.800000,3.800000,6
SFN202406160,suarj001,ANA,2,value,3,5,10,5,4,0,0,5,5,1,0,0,1,0,0,0,0,0,0,0,,1.000000,,,,,20240616,0,SFO03,v,SFN,0,1,0,regular,y,y,34.000000,3,2,0,0,,68,SFN,2024,2024-06-16,0,2,2,True,False,True,4,0.000000,0.000000,65.000000,65.000000,0,1,-1,-0.100000,16,14,148,0.116935,False,3+ days,0,0,0,0,0,0.000000,6.500000,6
MIN202409090,suarj001,ANA,2,value,9,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240909,0,MIN04,v,MIN,1,0,0,regular,y,y,48.000000,7,6,2,0,,80,MIN,2024,2024-09-09,0,4,4,True,False,True,84,0.000000,0.000000,0.000000,34.000000,0,1,3,0.300000,17,13,158,0.108527,False,3+ days,0,0,0,0,0,0.000000,0.000000,9
ANA202409130,suarj001,ANA,3,value,12,0,15,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,20240913,0,ANA01,h,HOU,0,1,0,regular,y,y,55.000000,4,4,2,0,,73,ANA,2024,2024-09-13,1,-2,2,True,False,True,3,0.000000,0.000000,48.000000,48.000000,0,0,5,0.333333,18,16,168,0.115672,False,3+ days,0,0,0,0,0,0.000000,4.800000,9
ATL202509270,suarj001,ATL,2,value,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,20250927,0,ATL03,h,PIT,0,1,0,regular,y,y,19.000000,7,3,1,0,,80,ATL,2025,2025-09-27,1,-2,2,True,False,True,4,0.000000,0.000000,54.000000,43.000000,0,1,-1,-0.200000,5,1,47,0.108844,False,3+ days,0,0,0,0,0,0.000000,5.400000,9
COL202308010,suarr002,SDN,4,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,,,,,,20230801,0,DEN02,v,COL,1,0,0,regular,y,y,15.000000,8,6,4,0,,70,COL,2023,2023-08-01,0,2,2,True,False,True,1,0.000000,34.000000,60.000000,18.000000,0,0,0,0.000000,5,2,16,0.146552,False,1 day,0,1,0,0,0,3.400000,6.000000,8
SDN202308040,suarr002,SDN,2,value,2,0,7,2,1,0,0,5,5,3,1,1,0,0,0,0,0,0,0,0,,1.000000,,,,,20230804,0,SAN02,h,LAN,0,1,0,regular,y,y,33.000000,8,2,3,0,,72,SDN,2023,2023-08-04,1,1,1,True,False,True,2,0.000000,15.000000,49.000000,15.000000,0,2,-1,-0.142857,6,2,20,0.141667,False,2 days,0,0,1,0,0,1.500000,4.900000,8
SEA202308080,suarr002,SDN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230808,0,SEA03,v,SEA,0,1,0,regular,y,y,10.000000,7,0,2,0,,78,SEA,2023,2023-08-08,0,-2,2,True,False,True,3,0.000000,0.000000,48.000000,33.000000,0,0,1,0.333333,7,1,27,0.125984,False,3+ days,0,0,0,0,0,0.000000,4.800000,8
SEA202308090,suarr002,SDN,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230809,0,SEA03,v,SEA,0,1,0,regular,y,y,13.000000,7,1,1,2,,75,SEA,2023,2023-08-09,0,0,0,True,False,True,0,10.000000,10.000000,43.000000,10.000000,1,0,1,0.333333,8,2,30,0.130769,False,0 days,1,0,0,0,0,1.000000,4.300000,8
ARI202308130,suarr002,SDN,3,value,5,0,8,2,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,,1.000000,,,1.000000,,20230813,0,PHO01,v,ARI,0,1,0,regular,y,y,27.000000,7,4,4,1,,78,ARI,2023,2023-08-13,0,0,0,True,False,True,3,0.000000,0.000000,23.000000,13.000000,0,0,1,0.125000,9,3,33,0.135338,False,3+ days,0,0,0,0,0,0.000000,2.300000,8
SDN202308160,suarr002,SDN,3,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20230816,0,SAN02,h,BAL,1,0,0,regular,y,y,18.000000,8,2,5,0,,76,SDN,2023,2023-08-16,1,3,3,True,False,True,2,0.000000,27.000000,40.000000,27.000000,0,0,0,0.000000,10,4,41,0.134752,False,2 days,0,0,1,0,0,2.700000,4.000000,8
SDN202308180,suarr002,SDN,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000000,,,,,,20230818,0,SAN02,h,ARI,1,0,0,regular,y,y,9.000000,8,0,0,0,,72,SDN,2023,2023-08-18,1,0,0,True,False,True,1,0.000000,18.000000,45.000000,18.000000,0,0,1,0.333333,11,4,45,0.131034,False,1 day,0,1,0,0,0,1.800000,4.500000,8
SDN202308210,suarr002,SDN,4,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20230821,0,SAN02,h,MIA,1,0,0,regular,y,y,15.000000,8,2,6,0,,72,SDN,2023,2023-08-21,1,4,4,True,False,True,2,0.000000,9.000000,27.000000,9.000000,0,1,0,0.000000,12,5,48,0.135135,False,2 days,0,0,1,0,0,0.900000,2.700000,8
MIL202308260,suarr002,SDN,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1.000000,,20230826,0,MIL06,v,MIL,0,1,0,regular,y,y,16.000000,8,4,5,0,,67,MIL,2023,2023-08-26,0,-1,1,True,False,True,2,0.000000,0.000000,15.000000,0.000000,0,0,2,0.666667,13,5,52,0.131579,False,2 days,0,0,1,0,0,0.000000,1.500000,8
SLN202308280,suarr002,SDN,2,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230828,0,STL10,v,SLN,1,0,0,regular,y,y,11.000000,8,2,0,0,,79,SLN,2023,2023-08-28,0,2,2,True,False,True,1,0.000000,16.000000,31.000000,16.000000,0,0,1,0.250000,14,7,55,0.141935,False,1 day,0,1,0,0,0,1.600000,3.100000,8
SLN202308290,suarr002,SDN,3,value,3,0,5,2,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20230829,0,STL10,v,SLN,0,1,0,regular,y,y,25.000000,8,5,3,0,,85,SLN,2023,2023-08-29,0,2,2,True,False,True,0,11.000000,27.000000,27.000000,11.000000,1,0,2,0.400000,15,8,59,0.144654,False,0 days,1,0,0,0,0,2.700000,2.700000,8
LAN202309110,suarr002,SDN,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000000,,,,,,20230911,0,LOS03,v,LAN,1,0,0,regular,y,y,8.000000,8,7,7,0,,76,LAN,2023,2023-09-11,0,0,0,True,False,True,12,0.000000,0.000000,0.000000,25.000000,0,0,1,0.333333,16,10,64,0.152439,False,3+ days,0,0,0,0,0,0.000000,0.000000,9
LAN202309130,suarr002,SDN,2,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20230913,0,LOS03,v,LAN,1,0,0,regular,y,y,14.000000,7,6,0,0,,71,LAN,2023,2023-09-13,0,6,6,True,False,True,1,0.000000,8.000000,8.000000,8.000000,0,0,3,1.000000,17,11,67,0.155689,False,1 day,0,1,0,0,0,0.800000,0.800000,9
OAK202309150,suarr002,SDN,3,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,20230915,0,OAK01,v,OAK,1,0,0,regular,y,y,20.000000,8,5,3,0,,65,OAK,2023,2023-09-15,0,2,2,True,False,True,1,0.000000,14.000000,22.000000,14.000000,0,1,1,0.250000,18,14,70,0.170588,False,1 day,0,1,0,0,0,1.400000,2.200000,9
OAK202309160,suarr002,SDN,3,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230916,0,OAK01,v,OAK,1,0,0,regular,y,y,12.000000,7,5,2,2,,68,OAK,2023,2023-09-16,0,3,3,True,False,True,0,20.000000,34.000000,42.000000,20.000000,1,0,1,0.250000,19,15,74,0.172414,False,0 days,1,0,0,1,0,3.400000,4.200000,9
SDN202309190,suarr002,SDN,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20230919,0,SAN02,h,COL,1,0,0,regular,y,y,21.000000,8,0,0,0,,69,SDN,2023,2023-09-19,1,0,0,True,False,True,2,0.000000,12.000000,46.000000,12.000000,0,0,2,0.666667,20,16,78,0.174157,False,2 days,0,0,1,0,0,1.200000,4.600000,9
SDN202309220,suarr002,SDN,5,value,5,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000000,,,,1.000000,,20230922,0,SAN02,h,SLN,1,0,0,regular,y,y,16.000000,8,2,2,2,,67,SDN,2023,2023-09-22,1,0,0,True,False,True,2,0.000000,21.000000,53.000000,21.000000,0,0,1,0.166667,21,18,81,0.182320,False,2 days,0,0,1,0,0,2.100000,5.300000,9
SDN202309230,suarr002,SDN,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20230923,0,SAN02,h,SLN,0,1,0,regular,y,y,13.000000,8,2,1,0,,70,SDN,2023,2023-09-23,1,-1,1,True,False,True,0,16.000000,16.000000,49.000000,16.000000,1,0,0,0.000000,22,19,87,0.181818,False,0 days,1,0,0,0,0,1.600000,4.900000,9
SFN202309250,suarr002,SDN,3,value,4,0,8,2,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,,1.000000,,,1.000000,,20230925,0,SFO03,v,SFN,0,1,0,regular,y,y,35.000000,7,1,0,1,,68,SFN,2023,2023-09-25,0,1,1,True,False,True,1,0.000000,29.000000,50.000000,13.000000,0,1,-1,-0.125000,23,19,90,0.178947,False,1 day,0,1,0,0,0,2.900000,5.000000,9
SFN202309270,suarr002,SDN,3,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,20230927,0,SFO03,v,SFN,1,0,0,regular,y,y,24.000000,8,2,2,0,,62,SFN,2023,2023-09-27,0,0,0,True,False,True,1,0.000000,35.000000,64.000000,35.000000,0,1,-1,-0.250000,24,18,98,0.166667,False,1 day,0,1,0,0,0,3.500000,6.400000,9
CHA202309290,suarr002,SDN,5,value,3,0,6,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20230929,0,CHI12,v,CHA,1,0,0,regular,y,y,23.000000,8,3,0,0,,68,CHA,2023,2023-09-29,0,3,3,True,False,True,1,0.000000,24.000000,88.000000,24.000000,0,1,0,0.000000,25,17,102,0.158416,False,1 day,0,1,0,0,0,2.400000,8.800000,9
LAN202404120,suarr002,SDN,7,value,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,,,,1.000000,,20240412,0,LOS03,v,LAN,1,0,0,regular,y,y,15.000000,10,7,7,2,,59,LAN,2024,2024-04-12,0,0,0,True,False,True,3,0.000000,0.000000,30.000000,14.000000,0,0,0,0.000000,5,5,23,0.162602,False,3+ days,0,0,0,0,0,0.000000,3.000000,4
LAN202404140,suarr002,SDN,5,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240414,0,LOS03,v,LAN,1,0,0,regular,y,y,12.000000,9,6,3,0,,55,LAN,2024,2024-04-14,0,3,3,True,False,True,1,0.000000,15.000000,29.000000,15.000000,0,1,-1,-0.333333,6,5,27,0.157480,False,1 day,0,1,0,0,0,1.500000,2.900000,4
MIL202404150,suarr002,SDN,4,value,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240415,0,MIL06,v,MIL,1,0,0,regular,y,y,9.000000,9,7,3,2,,71,MIL,2024,2024-04-15,0,4,4,True,False,True,0,12.000000,27.000000,41.000000,12.000000,1,0,0,0.000000,7,4,30,0.146154,False,0 days,1,0,0,0,0,2.700000,4.100000,4
SDN202404210,suarr002,SDN,3,value,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240421,0,SAN02,h,TOR,1,0,0,regular,y,y,9.000000,9,3,6,0,,66,SDN,2024,2024-04-21,1,3,3,True,False,True,5,0.000000,0.000000,21.000000,9.000000,0,0,1,0.333333,8,4,32,0.143939,False,3+ days,0,0,0,0,0,0.000000,2.100000,4
COL202404220,suarr002,SDN,3,value,3,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240422,0,DEN02,v,COL,1,0,0,regular,y,y,15.000000,9,3,1,0,,73,COL,2024,2024-04-22,0,2,2,True,False,True,0,9.000000,9.000000,18.000000,9.000000,1,0,0,0.000000,9,5,35,0.148148,False,0 days,1,0,0,0,0,0.900000,1.800000,4
COL202404240,suarr002,SDN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240424,0,DEN02,v,COL,1,0,0,regular,y,y,7.000000,9,5,2,0,,73,COL,2024,2024-04-24,0,3,3,True,False,True,1,0.000000,24.000000,24.000000,15.000000,0,0,1,0.333333,10,5,39,0.143885,False,1 day,0,1,0,0,0,2.400000,2.400000,4
SDN202404300,suarr002,SDN,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240430,0,SAN02,h,CIN,1,0,0,regular,y,y,12.000000,9,4,6,0,,63,SDN,2024,2024-04-30,1,2,2,True,False,True,5,0.000000,0.000000,7.000000,7.000000,0,0,1,0.333333,11,6,42,0.147887,False,3+ days,0,0,0,0,0,0.000000,0.700000,4
SDN202405010,suarr002,SDN,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.000000,,20240501,0,SAN02,h,CIN,1,0,0,regular,y,y,11.000000,9,2,6,0,,67,SDN,2024,2024-05-01,1,4,4,True,False,True,0,12.000000,12.000000,19.000000,12.000000,1,0,0,0.000000,12,7,45,0.151724,False,0 days,1,0,0,0,0,1.200000,1.900000,5
CHN202405060,suarr002,SDN,6,value,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240506,0,CHI11,v,CHN,1,0,0,regular,y,y,20.000000,8,6,3,3,,63,CHN,2024,2024-05-06,0,3,3,True,False,True,4,0.000000,0.000000,23.000000,11.000000,0,0,3,0.600000,13,7,48,0.148649,False,3+ days,0,0,0,0,0,0.000000,2.300000,5
CHN202405080,suarr002,SDN,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240508,0,CHI11,v,CHN,1,0,0,regular,y,y,11.000000,9,3,0,0,,77,CHN,2024,2024-05-08,0,3,3,True,False,True,1,0.000000,20.000000,31.000000,20.000000,0,0,1,0.333333,14,10,53,0.163399,False,1 day,0,1,0,0,0,2.000000,3.100000,5
SDN202405100,suarr002,SDN,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,,,,1.000000,,20240510,0,SAN02,h,LAN,1,0,0,regular,y,y,13.000000,9,1,1,0,,64,SDN,2024,2024-05-10,1,0,0,True,False,True,1,0.000000,11.000000,31.000000,11.000000,0,0,0,0.000000,15,11,56,0.166667,False,1 day,0,1,0,0,0,1.100000,3.100000,5
SDN202405120,suarr002,SDN,3,value,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20240512,0,SAN02,h,LAN,1,0,0,regular,y,y,22.000000,9,0,4,0,,67,SDN,2024,2024-05-12,1,4,4,True,False,True,1,0.000000,13.000000,44.000000,13.000000,0,0,1,0.250000,16,11,59,0.163522,False,1 day,0,1,0,0,0,1.300000,4.400000,5
ATL202405170,suarr002,SDN,4,value,3,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240517,0,ATL03,v,ATL,1,0,0,regular,y,y,17.000000,8,3,1,0,,69,ATL,2024,2024-05-17,0,2,2,True,False,True,4,0.000000,0.000000,35.000000,22.000000,0,0,2,0.400000,17,12,63,0.165644,False,3+ days,0,0,0,0,0,0.000000,3.500000,5
ATL202405201,suarr002,SDN,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240520,1,ATL03,v,ATL,1,0,0,regular,y,y,7.000000,9,6,5,0,,77,ATL,2024,2024-05-20,0,1,1,True,False,True,2,0.000000,17.000000,17.000000,17.000000,0,0,0,0.000000,18,14,68,0.172619,False,2 days,0,0,1,0,0,1.700000,1.700000,5
CIN202405220,suarr002,SDN,3,value,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1.000000,,20240522,0,CIN09,v,CIN,1,0,0,regular,y,y,14.000000,9,7,3,0,,81,CIN,2024,2024-05-22,0,4,4,True,False,True,1,0.000000,7.000000,24.000000,7.000000,0,0,2,0.500000,19,14,71,0.169591,False,1 day,0,1,0,0,0,0.700000,2.400000,5
CIN202405230,suarr002,SDN,5,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240523,0,CIN09,v,CIN,1,0,0,regular,y,y,15.000000,10,6,4,1,,76,CIN,2024,2024-05-23,0,2,2,True,False,True,0,14.000000,21.000000,38.000000,14.000000,1,1,0,0.000000,20,16,75,0.177143,False,0 days,1,0,0,0,0,2.100000,3.800000,5
