id,day,game_pk,statcastRows,trackedPitches,velocity,ffN,gid,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp,pitches,entry,score_v,score_h,inherited,suspend,temp,hometeam,year,home,margin,absMargin,pitcherRole,suspended,relief,rest,p1,p3,p7,previous,consecutive,ubb,net,y,priorRelief,_v,prior_net,prior_p_bfp,baseline,doubleAppearance,restGroup,b2b,rest1,rest2,heavyYesterday,threeDays,p3_10,p7_10,month,difference,priorFFN,priorV,deltaV,dateISO,name
pearn001,2024-06-15,744925,17,17,98.71111111111111,9.0,TOR202406150,TOR,6,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1.0,,20240615,0,TOR02,h,CLE,1,0,0,regular,y,y,17.0,9,0,5,0,,66,TOR,2024,1,5,5,True,False,True,3,0.0,0.0,27.0,16.0,0,1,0,0.0,27,4,22,117,0.17050691244239632,False,3+ days,0,0,0,0,0,0.0,2.7,6,0.0,21,97.66313888888888,1.0479722222222279,2024-06-15,Nate Pearson
pearn001,2024-06-18,744917,16,16,97.63333333333333,6.0,TOR202406180,TOR,2,value,2,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240618,0,TOR02,h,BOS,0,1,0,regular,y,y,16.0,7,2,3,0,,72,TOR,2024,1,1,1,True,False,True,1,0.0,21.0,37.0,4.0,0,0,1,0.25,29,4,22,122,0.16666666666666666,False,1 day,0,1,0,0,0,2.1,3.7,6,0.0,22,98.09647222222222,-0.4631388888888921,2024-06-18,Nate Pearson
pearn001,2024-06-24,746941,10,10,98.06,5.0,BOS202406240,TOR,2,value,2,0,4,2,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240624,0,BOS07,v,BOS,0,1,0,regular,y,y,10.0,8,6,2,0,,77,BOS,2024,0,4,4,True,False,True,1,0.0,10.0,26.0,10.0,0,0,1,0.25,31,4,25,129,0.17467248908296942,False,1 day,0,1,0,0,0,1.0,2.6,6,0.0,23,98.00563888888888,0.05436111111112041,2024-06-24,Nate Pearson
pearn001,2024-06-28,744922,17,17,97.55,8.0,TOR202406280,TOR,2,value,3,0,6,3,1,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20240628,0,TOR02,h,NYA,0,1,0,regular,y,y,17.0,6,4,3,0,,68,TOR,2024,1,-1,1,True,False,True,3,0.0,0.0,20.0,10.0,0,1,-1,-0.16666666666666666,32,6,26,133,0.1759656652360515,False,3+ days,0,0,0,0,0,0.0,2.0,6,0.0,24,98.18388888888889,-0.6338888888888903,2024-06-28,Nate Pearson
pearn001,2024-07-02,744913,32,32,97.9,10.0,TOR202407020,TOR,2,value,6,0,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20240702,0,TOR02,h,HOU,1,0,0,regular,y,y,32.0,6,5,7,0,,68,TOR,2024,1,2,2,True,False,True,1,0.0,19.0,36.0,19.0,0,0,3,0.42857142857142855,34,7,28,144,0.1762295081967213,False,1 day,0,1,0,0,0,1.9,3.6,7,0.0,25,98.03888888888888,-0.13888888888887152,2024-07-02,Nate Pearson
pearn001,2024-07-09,745316,19,19,98.43333333333334,9.0,SFN202407090,TOR,2,value,2,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240709,0,SFO03,v,SFN,0,1,0,regular,y,y,19.0,8,3,2,0,,64,SFN,2024,0,1,1,True,False,True,1,0.0,12.0,54.0,12.0,0,1,0,0.0,37,4,33,158,0.18604651162790697,False,1 day,0,1,0,0,0,1.2,5.4,7,0.0,26,97.97088888888888,0.46244444444445776,2024-07-09,Nate Pearson
pearn001,2024-07-13,747177,29,29,97.21428571428571,14.0,ARI202407130,TOR,4,value,3,0,7,3,0,0,2,4,4,1,0,3,0,0,0,0,0,0,0,0,,,,,1.0,,20240713,0,PHO01,v,ARI,0,1,0,regular,y,y,29.0,8,1,8,0,,78,ARI,2024,0,-7,7,True,False,True,3,0.0,0.0,31.0,19.0,0,1,2,0.2857142857142857,38,7,33,162,0.183206106870229,False,3+ days,0,0,0,0,0,0.0,3.1,7,0.0,27,97.91533333333334,-0.7010476190476282,2024-07-13,Nate Pearson
pearn001,2024-07-23,744904,20,20,96.88666666666667,15.0,TOR202407230,TOR,4,value,3,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,20240723,0,TOR02,h,TBA,0,1,0,regular,y,y,20.0,7,3,2,0,,78,TOR,2024,1,-1,1,True,False,True,9,0.0,0.0,0.0,29.0,0,1,-1,-0.25,39,4,35,169,0.18587360594795538,False,3+ days,0,0,0,0,0,0.0,0.0,7,0.0,28,97.83152380952382,-0.9448571428571455,2024-07-23,Nate Pearson
pearn001,2024-07-25,744907,35,35,97.39473684210526,19.0,TOR202407250,TOR,4,value,5,0,9,3,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,,,,,,20240725,0,TOR02,h,TBA,0,1,0,regular,y,y,35.0,7,8,0,3,,76,TOR,2024,1,-8,8,True,False,True,1,0.0,20.0,20.0,20.0,0,1,0,0.0,40,9,34,173,0.1794871794871795,False,1 day,0,1,0,0,0,2.0,2.0,7,0.0,29,97.59685714285715,-0.20212030075188636,2024-07-25,Nate Pearson
richt001,2024-04-09,744957,28,28,92.07000000000001,10.0,TOR202404090,TOR,2,value,3,0,5,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240409,0,TOR02,h,SEA,1,0,0,regular,y,y,28.0,7,1,5,1,,68,TOR,2024,1,4,4,True,False,True,1,0.0,27.0,59.0,27.0,0,1,0,0.0,6,5,5,22,0.16393442622950818,False,1 day,0,1,0,0,0,2.7,5.9,4,0.0,3,91.94259259259259,0.12740740740741785,2024-04-09,Trevor Richards
richt001,2024-04-16,744944,26,26,92.22999999999999,10.0,TOR202404160,TOR,2,value,3,0,5,1,1,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,,,,,,,20240416,0,TOR02,h,NYA,1,0,0,regular,y,y,26.0,7,1,5,0,,68,TOR,2024,1,4,4,True,False,True,6,0.0,0.0,28.0,28.0,0,1,0,0.0,7,5,5,27,0.15748031496062992,False,3+ days,0,0,0,0,0,0.0,2.8,4,0.0,4,91.97444444444444,0.25555555555554577,2024-04-16,Trevor Richards
richt001,2024-04-17,744948,14,14,91.66,5.0,TOR202404170,TOR,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240417,0,TOR02,h,NYA,0,1,0,regular,y,y,14.0,6,1,2,0,,68,TOR,2024,1,1,1,True,False,True,0,26.0,26.0,26.0,26.0,1,0,1,0.3333333333333333,8,3,5,32,0.15151515151515152,False,0 days,1,0,0,1,0,2.6,2.6,4,0.0,5,92.02555555555556,-0.3655555555555594,2024-04-17,Trevor Richards
richt001,2024-04-21,745434,33,33,91.65555555555555,9.0,SDN202404210,TOR,2,value,4,0,8,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,,,,,,20240421,0,SAN02,v,SDN,0,1,0,regular,y,y,33.0,6,2,2,2,,66,SDN,2024,0,0,0,True,False,True,3,0.0,0.0,40.0,14.0,0,3,-2,-0.25,9,8,6,35,0.15555555555555556,False,3+ days,0,0,0,0,0,0.0,4.0,4,0.0,6,91.98866666666666,-0.33311111111110847,2024-04-21,Trevor Richards
richt001,2024-04-24,746317,30,30,91.41666666666667,12.0,KCA202404240,TOR,4,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.0,,20240424,0,KAN06,v,KCA,0,1,0,regular,y,y,30.0,8,2,3,0,,74,KCA,2024,0,-1,1,True,False,True,2,0.0,33.0,47.0,33.0,0,0,0,0.0,10,4,4,43,0.13286713286713286,False,2 days,0,0,1,0,0,3.3,4.7,4,0.0,7,91.93977777777778,-0.5231111111111062,2024-04-24,Trevor Richards
richt001,2024-04-26,744949,25,25,91.9,8.0,TOR202404260,TOR,2,value,4,0,6,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240426,0,TOR02,h,LAN,0,1,0,regular,y,y,25.0,3,7,0,2,,68,TOR,2024,1,-7,7,True,False,True,1,0.0,30.0,63.0,30.0,0,0,2,0.3333333333333333,11,6,4,47,0.1292517006802721,False,1 day,0,1,0,0,0,3.0,6.3,4,0.0,8,91.80644444444445,0.09355555555555384,2024-04-26,Trevor Richards
richt001,2024-04-29,744945,14,14,91.85,8.0,TOR202404290,TOR,3,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240429,0,TOR02,h,KCA,1,0,0,regular,y,y,14.0,6,3,5,0,,68,TOR,2024,1,2,2,True,False,True,2,0.0,25.0,55.0,25.0,0,0,1,0.25,12,4,6,53,0.13725490196078433,False,2 days,0,0,1,0,0,2.5,5.5,4,0.0,9,91.77244444444445,0.0775555555555485,2024-04-29,Trevor Richards
richt001,2024-05-07,745586,18,18,92.01428571428572,7.0,PHI202405070,TOR,2,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240507,0,PHI13,v,PHI,0,1,0,regular,y,y,18.0,4,0,8,0,,78,PHI,2024,0,-8,8,True,False,True,2,0.0,12.0,27.0,12.0,0,0,1,0.25,16,4,9,65,0.14545454545454545,False,2 days,0,0,1,0,0,1.2,2.7,5,0.0,10,91.69644444444444,0.31784126984128136,2024-05-07,Trevor Richards
richt001,2024-05-11,744943,18,18,91.9,5.0,TOR202405110,TOR,3,value,6,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240511,0,TOR02,h,MIN,1,0,0,regular,y,y,18.0,5,8,3,0,,68,TOR,2024,1,-5,5,True,False,True,3,0.0,0.0,30.0,18.0,0,0,2,0.3333333333333333,17,6,10,69,0.14792899408284024,False,3+ days,0,0,0,0,0,0.0,3.0,5,0.0,11,91.76730158730159,0.1326984126984172,2024-05-11,Trevor Richards
richt001,2024-05-18,744938,16,16,91.53999999999999,5.0,TOR202405180,TOR,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20240518,0,TOR02,h,TBA,0,1,0,regular,y,y,16.0,8,5,4,2,,61,TOR,2024,1,-1,1,True,False,True,6,0.0,0.0,18.0,18.0,0,1,1,0.25,18,4,12,75,0.15428571428571428,False,3+ days,0,0,0,0,0,0.0,1.8,5,0.0,12,91.81619047619049,-0.276190476190493,2024-05-18,Trevor Richards
richt001,2024-05-19,744937,12,12,90.56,5.0,TOR202405190,TOR,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240519,0,TOR02,h,TBA,1,0,0,regular,y,y,12.0,8,0,5,0,,60,TOR,2024,1,5,5,True,False,True,0,16.0,16.0,16.0,16.0,1,0,1,0.3333333333333333,19,3,13,79,0.1564245810055866,False,0 days,1,0,0,0,0,1.6,1.6,5,0.0,13,91.84085714285713,-1.2808571428571298,2024-05-19,Trevor Richards
richt001,2024-05-26,746469,37,37,91.0,16.0,DET202405260,TOR,2,value,4,0,8,2,1,0,1,3,3,3,0,1,0,0,0,0,0,0,1,0,,,,,,,20240526,0,DET05,v,DET,0,1,0,regular,y,y,37.0,4,2,5,0,,74,DET,2024,0,-3,3,True,False,True,2,0.0,12.0,36.0,12.0,0,3,-2,-0.25,22,8,16,88,0.16489361702127658,False,2 days,0,0,1,0,0,1.2,3.6,5,0.0,14,91.57285714285715,-0.5728571428571456,2024-05-26,Trevor Richards
richt001,2024-05-29,746790,37,37,90.56,20.0,CHA202405290,TOR,2,value,10,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,20240529,0,CHI12,v,CHA,1,0,0,regular,y,y,38.0,2,0,0,1,,60,CHA,2024,0,0,0,True,False,True,2,0.0,37.0,49.0,37.0,0,1,-1,-0.08333333333333333,23,12,14,96,0.14795918367346939,False,2 days,0,0,1,0,0,3.7,4.9,5,-1.0,15,91.40285714285714,-0.8428571428571416,2024-05-29,Trevor Richards
richt001,2024-06-09,745651,13,13,93.5,5.0,OAK202406090,TOR,4,value,2,0,5,2,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,,,,,,,20240609,0,OAK01,v,OAK,1,0,0,regular,y,y,13.0,7,2,1,0,,67,OAK,2024,0,1,1,True,False,True,4,0.0,0.0,51.0,40.0,0,1,-1,-0.2,25,5,13,111,0.13270142180094788,False,3+ days,0,0,0,0,0,0.0,5.1,6,0.0,16,91.112,2.3880000000000052,2024-06-09,Trevor Richards
richt001,2024-06-11,745981,15,15,92.9,8.0,MIL202406110,TOR,4,value,2,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20240611,0,MIL06,v,MIL,1,0,0,regular,y,y,15.0,8,2,0,0,,72,MIL,2024,0,2,2,True,False,True,1,0.0,13.0,53.0,13.0,0,1,-1,-0.25,26,4,12,116,0.125,False,1 day,0,1,0,0,0,1.3,5.3,6,0.0,17,91.43199999999999,1.4680000000000177,2024-06-11,Trevor Richards
richt001,2024-06-12,745978,16,16,91.725,8.0,MIL202406120,TOR,4,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20240612,0,MIL06,v,MIL,0,1,0,regular,y,y,16.0,7,1,5,0,,87,MIL,2024,0,-4,4,True,False,True,0,15.0,28.0,28.0,15.0,1,0,3,1.0,27,3,11,120,0.11818181818181818,False,0 days,1,0,0,0,0,2.8,2.8,6,0.0,18,91.70400000000001,0.020999999999986585,2024-06-12,Trevor Richards
richt001,2024-06-17,744918,33,33,92.11818181818181,11.0,TOR202406170,TOR,2,value,6,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20240617,0,TOR02,h,BOS,0,1,0,regular,y,y,33.0,5,5,1,0,,75,TOR,2024,1,-4,4,True,False,True,1,0.0,31.0,62.0,31.0,0,1,0,0.0,28,7,14,123,0.13004484304932734,False,1 day,0,1,0,0,0,3.1,6.2,6,0.0,19,91.93700000000001,0.18118181818179835,2024-06-17,Trevor Richards
richt001,2024-06-23,746621,23,23,91.61428571428571,7.0,CLE202406230,TOR,4,value,6,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240623,0,CLE08,v,CLE,0,1,0,regular,y,y,23.0,5,5,6,0,,78,CLE,2024,0,-1,1,True,False,True,1,0.0,15.0,48.0,15.0,0,0,1,0.14285714285714285,30,7,16,134,0.13247863247863248,False,1 day,0,1,0,0,0,1.5,4.8,6,0.0,20,92.16063636363637,-0.5463506493506571,2024-06-23,Trevor Richards
richt001,2024-06-25,746943,21,21,92.175,12.0,BOS202406250,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240625,0,BOS07,v,BOS,1,0,0,regular,y,y,21.0,8,9,4,0,,85,BOS,2024,0,5,5,True,False,True,1,0.0,23.0,38.0,23.0,0,0,2,0.6666666666666666,31,3,17,141,0.13278008298755187,False,1 day,0,1,0,0,0,2.3,3.8,6,0.0,21,92.37149350649352,-0.1964935064935247,2024-06-25,Trevor Richards
richt001,2024-06-28,744922,22,22,92.96000000000001,10.0,TOR202406280,TOR,4,value,3,0,6,3,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,20240628,0,TOR02,h,NYA,0,1,0,regular,y,y,22.0,8,7,5,0,,68,TOR,2024,1,-2,2,True,False,True,2,0.0,21.0,59.0,21.0,0,0,0,0.0,32,6,19,144,0.13934426229508196,False,2 days,0,0,1,0,0,2.1,5.9,6,0.0,22,92.1064935064935,0.8535064935065009,2024-06-28,Trevor Richards
richt001,2024-07-01,744914,11,11,93.25,8.0,TOR202407010,TOR,2,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240701,0,TOR02,h,HOU,0,1,0,regular,y,y,11.0,7,1,0,1,,69,TOR,2024,1,-1,1,True,False,True,2,0.0,22.0,43.0,22.0,0,0,1,0.25,33,4,19,150,0.136,False,2 days,0,0,1,0,0,2.2,4.3,7,0.0,23,92.11849350649351,1.1315064935064925,2024-07-01,Trevor Richards
richt001,2024-07-02,744913,14,14,93.25,8.0,TOR202407020,TOR,3,value,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240702,0,TOR02,h,HOU,1,0,0,regular,y,y,14.0,8,5,7,0,,68,TOR,2024,1,2,2,True,False,True,0,11.0,11.0,54.0,11.0,1,0,0,0.0,34,4,20,154,0.1377952755905512,False,0 days,1,0,0,0,0,1.1,5.4,7,0.0,24,92.42349350649351,0.8265064935064856,2024-07-02,Trevor Richards
richt001,2024-07-04,744912,21,21,93.33076923076922,13.0,TOR202407040,TOR,3,value,5,0,6,1,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,20240704,0,TOR02,h,HOU,0,1,0,regular,y,y,21.0,7,4,3,0,,79,TOR,2024,1,-1,1,True,False,True,1,0.0,25.0,47.0,14.0,0,0,4,0.6666666666666666,35,6,20,158,0.13565891472868216,False,1 day,0,1,0,0,0,2.5,4.7,7,0.0,25,92.64985714285714,0.6809120879120769,2024-07-04,Trevor Richards
richt001,2024-07-06,745235,24,24,92.97692307692309,13.0,SEA202407060,TOR,2,value,3,3,6,3,0,0,1,3,3,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240706,0,SEA03,v,SEA,1,0,0,regular,y,y,24.0,7,3,0,0,,78,SEA,2024,0,3,3,True,False,True,1,0.0,21.0,46.0,21.0,0,0,2,0.3333333333333333,36,6,24,164,0.14772727272727273,False,1 day,0,1,0,0,0,2.1,4.6,7,0.0,26,92.99315384615383,-0.016230769230745068,2024-07-06,Trevor Richards
richt001,2024-07-09,745316,25,25,93.27142857142857,7.0,SFN202407090,TOR,3,value,2,0,5,2,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,,1.0,,,1.0,,20240709,0,SFO03,v,SFN,0,1,0,regular,y,y,25.0,9,3,2,0,,64,SFN,2024,0,1,1,True,False,True,2,0.0,24.0,59.0,24.0,0,1,-1,-0.2,37,5,26,170,0.15185185185185185,False,2 days,0,0,1,0,0,2.4,5.9,7,0.0,27,93.15353846153846,0.11789010989011217,2024-07-09,Trevor Richards
richt001,2024-07-12,747175,25,25,93.08571428571429,14.0,ARI202407120,TOR,5,value,3,0,6,1,0,0,0,2,2,2,0,1,0,2,0,0,0,0,0,0,,,,,,,20240712,0,PHO01,v,ARI,0,1,0,regular,y,y,25.0,8,4,2,0,,78,ARI,2024,0,2,2,True,False,True,2,0.0,25.0,49.0,25.0,0,2,-1,-0.16666666666666666,38,6,25,175,0.14545454545454545,False,2 days,0,0,1,0,0,2.5,4.9,7,0.0,28,93.21582417582417,-0.13010989010987828,2024-07-12,Trevor Richards
richt001,2024-07-14,747176,17,17,92.9375,8.0,ARI202407140,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,20240714,0,PHO01,v,ARI,1,0,0,regular,y,y,17.0,6,7,7,0,,77,ARI,2024,0,0,0,True,False,True,1,0.0,25.0,50.0,25.0,0,0,0,0.0,39,3,24,181,0.1387900355871886,False,1 day,0,1,0,0,0,2.5,5.0,7,0.0,29,93.18296703296703,-0.24546703296702788,2024-07-14,Trevor Richards
richt001,2024-07-20,744910,24,24,93.78461538461539,13.0,TOR202407200,TOR,2,value,1,0,6,4,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20240720,0,TOR02,h,DET,0,1,0,regular,y,y,24.0,6,1,0,3,,75,TOR,2024,1,-1,1,True,False,True,5,0.0,0.0,17.0,17.0,0,1,-1,-0.16666666666666666,40,6,24,184,0.13732394366197184,False,3+ days,0,0,0,0,0,0.0,1.7,7,0.0,30,93.12046703296703,0.6641483516483646,2024-07-20,Trevor Richards
richt001,2024-07-25,744907,32,32,93.21578947368421,19.0,TOR202407250,TOR,2,value,1,0,7,4,0,0,0,4,4,2,0,0,0,0,0,0,0,1,0,0,,,,,,,20240725,0,TOR02,h,TBA,0,1,0,regular,y,y,32.0,6,3,0,0,,76,TOR,2024,1,-3,3,True,False,True,4,0.0,0.0,24.0,24.0,0,2,-2,-0.2857142857142857,41,7,23,190,0.1310344827586207,False,3+ days,0,0,0,0,0,0.0,2.4,7,0.0,31,93.21123626373627,0.00455320994794306,2024-07-25,Trevor Richards
richt001,2024-07-29,747007,30,30,92.53333333333333,18.0,BAL202407291,TOR,4,value,6,0,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,,,,,,,20240729,1,BAL12,v,BAL,0,1,0,regular,y,y,30.0,6,3,10,0,,90,BAL,2024,0,-7,7,True,False,True,3,0.0,0.0,32.0,32.0,0,2,-1,-0.14285714285714285,42,7,21,197,0.12121212121212122,False,3+ days,0,0,0,0,0,0.0,3.2,7,0.0,32,93.25900954308848,-0.7256762097551501,2024-07-29,Trevor Richards
rodry003,2025-04-14,778322,23,23,96.12727272727274,11.0,TOR202504140,TOR,3,value,6,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,1.0,,20250414,0,TOR02,h,ATL,0,1,0,regular,y,y,23.0,8,8,1,0,,68,TOR,2025,1,-7,7,True,False,True,1,0.0,10.0,22.0,10.0,0,0,1,0.14285714285714285,6,7,1,27,0.12598425196850394,False,1 day,0,1,0,0,0,1.0,2.2,4,0.0,5,95.93465311004785,0.19261961722489218,2025-04-14,Yariel Rodriguez
rodry003,2025-04-19,778258,30,26,96.62222222222222,9.0,TOR202504190,TOR,5,value,6,0,7,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,,,,,,,20250419,0,TOR02,h,SEA,0,1,0,regular,y,y,26.0,10,3,3,1,,68,TOR,2025,1,0,0,True,False,True,4,0.0,0.0,33.0,23.0,0,1,1,0.14285714285714285,7,7,2,34,0.12686567164179105,False,3+ days,0,0,0,0,0,0.0,3.3,4,4.0,6,96.04431818181818,0.5779040404040359,2025-04-19,Yariel Rodriguez
rodry003,2025-04-22,778217,17,17,96.51428571428572,7.0,HOU202504220,TOR,3,value,3,0,5,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250422,0,HOU03,v,HOU,0,1,0,regular,y,y,17.0,7,1,4,0,,73,HOU,2025,0,-3,3,True,False,True,2,0.0,26.0,26.0,26.0,0,0,1,0.2,8,5,3,41,0.1276595744680851,False,2 days,0,0,1,0,0,2.6,2.6,4,0.0,7,95.99876262626262,0.5155230880231016,2025-04-22,Yariel Rodriguez
rodry003,2025-04-27,778170,16,16,95.84,5.0,NYA202504272,TOR,3,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250427,2,NYC21,v,NYA,0,1,0,regular,y,y,16.0,6,1,4,3,,58,NYA,2025,0,-3,3,True,False,True,4,0.0,0.0,17.0,17.0,0,0,1,0.25,9,4,4,46,0.13013698630136986,False,3+ days,0,0,0,0,0,0.0,1.7,4,0.0,8,96.00525613275613,-0.16525613275612727,2025-04-27,Yariel Rodriguez
rodry003,2025-05-04,778056,25,25,95.97142857142856,7.0,TOR202505040,TOR,4,value,4,1,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20250504,0,TOR02,h,CLE,0,1,0,regular,y,y,25.0,7,4,3,2,,68,TOR,2025,1,-1,1,True,False,True,0,6.0,6.0,51.0,6.0,1,1,0,0.0,11,5,6,51,0.1390728476821192,False,0 days,1,0,0,0,0,0.6,5.1,5,0.0,9,96.00075613275615,-0.029327561327590956,2025-05-04,Yariel Rodriguez
rodry003,2025-05-07,778009,17,17,95.8,6.0,ANA202505070,TOR,2,value,4,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20250507,0,ANA01,v,ANA,0,1,0,regular,y,y,17.0,7,4,2,0,,72,ANA,2025,0,2,2,True,False,True,2,0.0,25.0,60.0,25.0,0,0,2,0.4,12,5,6,56,0.1346153846153846,False,2 days,0,0,1,0,0,2.5,6.0,5,0.0,10,96.21504184704185,-0.41504184704184865,2025-05-07,Yariel Rodriguez
rodry003,2025-05-08,778000,29,29,96.24545454545455,11.0,ANA202505080,TOR,2,value,6,0,7,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,,,,,,,20250508,0,ANA01,v,ANA,1,0,0,regular,y,y,29.0,7,7,4,2,,76,ANA,2025,0,3,3,True,False,True,0,17.0,17.0,48.0,17.0,1,0,5,0.7142857142857143,13,7,8,61,0.14285714285714285,False,0 days,1,0,0,0,0,1.7,4.8,5,0.0,11,96.1495873015873,0.09586724386724654,2025-05-08,Yariel Rodriguez
rodry003,2025-05-14,777923,19,19,96.11428571428571,7.0,TOR202505140,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250514,0,TOR02,h,TBA,1,0,0,regular,y,y,19.0,8,1,3,0,,68,TOR,2025,1,2,2,True,False,True,2,0.0,14.0,60.0,14.0,0,0,1,0.3333333333333333,15,3,15,72,0.1744186046511628,False,2 days,0,0,1,0,0,1.4,6.0,5,0.0,12,96.07423376623377,0.040051948051939235,2025-05-14,Yariel Rodriguez
rodry003,2025-05-16,777906,17,17,96.3,6.0,TOR202505160,TOR,5,value,3,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1.0,,20250516,0,TOR02,h,DET,0,1,0,regular,y,y,17.0,9,5,4,0,,65,TOR,2025,1,-1,1,True,False,True,1,0.0,19.0,33.0,19.0,0,1,-1,-0.25,16,4,16,75,0.17714285714285713,False,1 day,0,1,0,0,0,1.9,3.3,5,0.0,13,95.99423376623376,0.305766233766235,2025-05-16,Yariel Rodriguez
rodry003,2025-05-17,777886,20,19,95.66,5.0,TOR202505170,TOR,2,value,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20250517,0,TOR02,h,DET,1,0,0,regular,y,y,19.0,4,1,0,0,,68,TOR,2025,1,-1,1,True,False,True,0,17.0,36.0,50.0,17.0,1,0,0,0.0,17,6,15,79,0.16759776536312848,False,0 days,1,0,0,0,0,3.6,5.0,5,1.0,14,96.08623376623376,-0.4262337662337643,2025-05-17,Yariel Rodriguez
rodry003,2025-05-20,777845,16,16,96.83333333333333,6.0,TOR202505200,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20250520,0,TOR02,h,SDN,1,0,0,regular,y,y,16.0,8,0,3,0,,68,TOR,2025,1,3,3,True,False,True,2,0.0,19.0,55.0,19.0,0,0,0,0.0,18,3,15,85,0.16216216216216217,False,2 days,0,0,1,0,0,1.9,5.5,5,0.0,15,96.02394805194805,0.8093852813852749,2025-05-20,Yariel Rodriguez
